full_address,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
2030 37TH STREET SE,2030 37TH STREET SE,404055.68,132838.4,38.86335476,-76.95326934,Ward 7,7603,20020,145939,,100,DC Address,
3679 ALABAMA AVENUE SE,3679 ALABAMA AVENUE SE,403978.42,132949.41,38.86435514,-76.95415891,Ward 7,7603,20020,145291,,100,DC Address,
3677 ALABAMA AVENUE SE,3677 ALABAMA AVENUE SE,403967.53,132945.26,38.8643178,-76.95428441,Ward 7,7603,20020,145273,,100,DC Address,
3683 ALABAMA AVENUE SE,3683 ALABAMA AVENUE SE,403994.38,132957.38,38.86442686,-76.95397497,Ward 7,7603,20020,146420,,100,DC Address,
2309 GREEN STREET SE,2309 GREEN STREET SE,401558.93,132725.68,38.8623473,-76.98203784,Ward 8,7504,20020,48885,,100,DC Address,
2311 GREEN STREET SE,2311 GREEN STREET SE,401556.53,132715.48,38.86225542,-76.98206551,Ward 8,7504,20020,48744,,100,DC Address,
401 17TH STREET NE,401 17TH STREET NE,401687.52,136378.02,38.89524877,-76.98054724,Ward 6,7901,20002,311012,,100,DC Address,
403 17TH STREET NE,403 17TH STREET NE,401688.33,136383.37,38.89529696,-76.98053789,Ward 6,7901,20002,311013,,100,DC Address,
405 17TH STREET NE,405 17TH STREET NE,401688.64,136389.29,38.89535029,-76.9805343,Ward 6,7901,20002,311014,,100,DC Address,
407 17TH STREET NE,407 17TH STREET NE,401688.64,136394.9,38.89540083,-76.98053429,Ward 6,7901,20002,311015,,100,DC Address,
409 17TH STREET NE,409 17TH STREET NE,401688.33,136400.21,38.89544867,-76.98053785,Ward 6,7901,20002,311016,,100,DC Address,
411 17TH STREET NE,411 17TH STREET NE,401688.84,136405.83,38.89549929,-76.98053195,Ward 6,7901,20002,311017,,100,DC Address,
413 17TH STREET NE,413 17TH STREET NE,401689.15,136410.83,38.89554433,-76.98052837,Ward 6,7901,20002,311018,,100,DC Address,
415 17TH STREET NE,415 17TH STREET NE,401688.94,136416.45,38.89559496,-76.98053078,Ward 6,7901,20002,311019,,100,DC Address,
417 17TH STREET NE,417 17TH STREET NE,401689.35,136421.66,38.89564189,-76.98052604,Ward 6,7901,20002,311020,,100,DC Address,
426 18TH STREET NE,426 18TH STREET NE,401805.12,136412.43,38.89555852,-76.97919152,Ward 6,7901,20002,24320,,100,DC Address,
429 18TH STREET NE,429 18TH STREET NE,401845.52,136417.15,38.89560095,-76.9787258,Ward 6,7901,20002,145696,,100,DC Address,
510 RIDGE ROAD SE,510 RIDGE ROAD SE,404686.34,134948.44,38.88235971,-76.94598832,Ward 7,7703,20019,151732,,100,DC Address,
512 RIDGE ROAD SE,512 RIDGE ROAD SE,404703.84,134945.03,38.8823289,-76.94578665,Ward 7,7703,20019,145829,,100,DC Address,
514 RIDGE ROAD SE,514 RIDGE ROAD SE,404704.07,134918.89,38.88209342,-76.94578418,Ward 7,7703,20019,145731,,100,DC Address,
428 RIDGE ROAD SE,428 RIDGE ROAD SE,404607.55,135153.32,38.88420576,-76.94689503,Ward 7,7703,20019,145832,,100,DC Address,
430 RIDGE ROAD SE,430 RIDGE ROAD SE,404589.48,135142.68,38.88411001,-76.94710337,Ward 7,7703,20019,145833,,100,DC Address,
6 GALVESTON STREET SW,6 GALVESTON STREET SW,399455.77,128437.6,38.82371958,-77.00626729,Ward 8,10900,20032,145529,,100,DC Address,
3281 15TH PLACE SE,3281 15TH PLACE SE,401468.69,130988.51,38.84669828,-76.9830813,Ward 8,7404,20020,145496,,100,DC Address,
3287 15TH PLACE SE,3287 15TH PLACE SE,401471.75,130965.62,38.84649207,-76.9830461,Ward 8,7404,20020,145449,,100,DC Address,
1310 CONGRESS STREET SE,1310 CONGRESS STREET SE,401046.98,130493.43,38.84223899,-76.98793998,Ward 8,7304,20032,68510,,100,DC Address,
910 BARNABY STREET SE,910 BARNABY STREET SE,400818.92,129463.58,38.83296187,-76.9905682,Ward 8,9801,20032,151207,,100,DC Address,
912 BARNABY STREET SE,912 BARNABY STREET SE,400816.36,129487.42,38.83317664,-76.99059765,Ward 8,9801,20032,147546,,100,DC Address,
914 BARNABY STREET SE,914 BARNABY STREET SE,400831.26,129500.18,38.83329157,-76.99042603,Ward 8,9801,20032,147547,,100,DC Address,
916 BARNABY STREET SE,916 BARNABY STREET SE,400846.79,129485.93,38.83316318,-76.99024718,Ward 8,9801,20032,147548,,100,DC Address,
3864 9TH STREET SE,3864 9TH STREET SE,400730.61,129487.84,38.83318049,-76.99158527,Ward 8,9801,20032,150773,,100,DC Address,
2006 38TH STREET SE,2006 38TH STREET SE,404183.25,132997.71,38.86478929,-76.95179848,Ward 7,7603,20020,145296,,100,DC Address,
3800 V STREET SE,3800 V STREET SE,404175.15,132960.42,38.86445341,-76.95189204,Ward 7,7603,20020,151227,,100,DC Address,
3816 V STREET SE,3816 V STREET SE,404238.72,132972.8,38.86456463,-76.95115948,Ward 7,7603,20020,151235,,100,DC Address,
3810 V STREET SE,3810 V STREET SE,404213.32,132990.96,38.86472834,-76.95145204,Ward 7,7603,20020,151232,,100,DC Address,
3812 V STREET SE,3812 V STREET SE,404226,132997.56,38.86478774,-76.95130589,Ward 7,7603,20020,151233,,100,DC Address,
3814 V STREET SE,3814 V STREET SE,404238.7,132989.61,38.86471606,-76.9511596,Ward 7,7603,20020,151234,,100,DC Address,
2125 14TH STREET NW,2125 14TH STREET NW,397257.58,138968.98,38.91858638,-77.03162339,Ward 1,4400,20009,303497,,100,DC Address,
1322 W STREET NW,1322 W STREET NW,397340.02,139015.81,38.91900849,-77.03067294,Ward 1,4400,20009,240320,,100,DC Address,
1320 W STREET NW,1320 W STREET NW,397345.84,139015.95,38.91900977,-77.03060582,Ward 1,4400,20009,240321,,100,DC Address,
1615 Q STREET NW,1615 Q STREET NW,396747.75,138163.56,38.91132915,-77.03749852,Ward 2,5301,20009,226233,,100,DC Address,
1314 W STREET NW,1314 W STREET NW,397362.81,139015.79,38.91900838,-77.03041014,Ward 1,4400,20009,240324,,100,DC Address,
1621 T STREET NW,1621 T STREET NW,396692.62,138656.68,38.91577113,-77.03813655,Ward 2,4201,20009,226037,,100,DC Address,
1625 S STREET NW,1625 S STREET NW,396709.01,138494.17,38.91430725,-77.03794678,Ward 2,4201,20009,226308,,100,DC Address,
1838 16TH STREET NW,1838 16TH STREET NW,396797.73,138593.72,38.91520436,-77.03692426,Ward 2,4201,20009,238151,,100,DC Address,
1617 SWANN STREET NW,1617 SWANN STREET NW,396759.06,138569.43,38.9149854,-77.03737003,Ward 2,4201,20009,241906,,100,DC Address,
1631 16TH STREET NW,1631 16TH STREET NW,396867.77,138280.31,38.91238131,-77.03611522,Ward 2,5201,20009,226057,,100,DC Address,
1616 15TH STREET NW,1616 15TH STREET NW,396977.85,138206.84,38.91171985,-77.03484565,Ward 2,5201,20009,242271,,100,DC Address,
1629 16TH STREET NW,1629 16TH STREET NW,396865.53,138272.23,38.91230851,-77.03614101,Ward 2,5201,20009,242294,,100,DC Address,
1612 15TH STREET NW,1612 15TH STREET NW,396977.94,138195.47,38.91161743,-77.03484457,Ward 2,5201,20009,242272,,100,DC Address,
1516 R STREET NW,1516 R STREET NW,396921.17,138282.6,38.91240213,-77.03549952,Ward 2,5201,20009,242234,,100,DC Address,
1624 15TH STREET NW,1624 15TH STREET NW,396979.75,138245.64,38.91206938,-77.03482392,Ward 2,5201,20009,242280,,100,DC Address,
1508 R STREET NW,1508 R STREET NW,396946.52,138283.71,38.91241221,-77.03520723,Ward 2,5201,20009,242266,,100,DC Address,
1600 15TH STREET NW,1600 15TH STREET NW,396981.05,138158.12,38.91128098,-77.03480854,Ward 2,5201,20009,242252,,100,DC Address,
1502 Q STREET NW,1502 Q STREET NW,396976,138119.47,38.91093279,-77.0348666,Ward 2,5201,20009,226228,,100,DC Address,
1536 15TH STREET NW,1536 15TH STREET NW,396983.46,138118.07,38.9109202,-77.03478058,Ward 2,5201,20005,226114,,100,DC Address,
1519 CHURCH STREET NW,1519 CHURCH STREET NW,396931.7,138077.74,38.91055671,-77.03537719,Ward 2,5201,20005,226215,,100,DC Address,
1515 16TH STREET NW,1515 16TH STREET NW,396866.21,138042.99,38.91024344,-77.03613212,Ward 2,5201,20036,226210,,100,DC Address,
1445 CHURCH STREET NW,1445 CHURCH STREET NW,397098.83,138076.72,38.91054809,-77.03345019,Ward 2,5201,20005,225544,,100,DC Address,
1401 CHURCH STREET NW,1401 CHURCH STREET NW,397182.04,138071.01,38.91049693,-77.03249077,Ward 2,5201,20005,298454,,100,DC Address,
1605 S STREET NW,1605 S STREET NW,396767.59,138489.35,38.91426405,-77.0372713,Ward 2,4201,20009,241875,,100,DC Address,
1607 T STREET NW,1607 T STREET NW,396779.41,138653.84,38.91574587,-77.03713578,Ward 2,4201,20009,309111,,100,DC Address,
1730 16TH STREET NW,1730 16TH STREET NW,396796.68,138426.11,38.91369447,-77.03693558,Ward 2,5301,20009,238040,,100,DC Address,
1628 S STREET NW,1628 S STREET NW,396714.93,138447.61,38.91388785,-77.0378783,Ward 2,5301,20009,226063,,100,DC Address,
1619 R STREET NW,1619 R STREET NW,396751.53,138333.85,38.91286319,-77.03745574,Ward 2,5301,20009,226034,,100,DC Address,
1527 16TH STREET NW,1527 16TH STREET NW,396867.28,138100.79,38.91076413,-77.03612005,Ward 2,5201,20036,226126,,100,DC Address,
1517 P STREET NW,1517 P STREET NW,396931.54,138001.46,38.90986956,-77.03537869,Ward 2,5201,20005,238114,,100,DC Address,
1521 CHURCH STREET NW,1521 CHURCH STREET NW,396924.96,138077.81,38.91055732,-77.0354549,Ward 2,5201,20005,225690,,100,DC Address,
1517 CHURCH STREET NW,1517 CHURCH STREET NW,396938.49,138076.6,38.91054647,-77.0352989,Ward 2,5201,20005,225660,,100,DC Address,
1516 Q STREET NW,1516 Q STREET NW,396931.67,138117.51,38.91091498,-77.03537771,Ward 2,5201,20009,225655,,100,DC Address,
1506 Q STREET NW,1506 Q STREET NW,396963.73,138117.88,38.91091842,-77.03500807,Ward 2,5201,20009,225592,,100,DC Address,
1515 P STREET NW,1515 P STREET NW,396938.06,137998.65,38.90984427,-77.03530351,Ward 2,5201,20005,226201,,100,DC Address,
1535 P STREET NW,1535 P STREET NW,396871.89,137997.66,38.90983512,-77.03606643,Ward 2,5201,20005,226134,,100,DC Address,
1533 P STREET NW,1533 P STREET NW,396878.42,137995.42,38.90981496,-77.03599113,Ward 2,5201,20005,226133,,100,DC Address,
1531 P STREET NW,1531 P STREET NW,396884.25,137997.45,38.90983327,-77.03592392,Ward 2,5201,20005,226131,,100,DC Address,
1400 CHURCH STREET NW,1400 CHURCH STREET NW,397188.35,138042.15,38.91023697,-77.0324179,Ward 2,5201,20005,300326,,100,DC Address,
1706 16TH STREET NW,1706 16TH STREET NW,396794.19,138343.24,38.91294794,-77.03696391,Ward 2,5301,20009,238076,,100,DC Address,
1704 16TH STREET NW,1704 16TH STREET NW,396797.88,138336.51,38.91288733,-77.03692133,Ward 2,5301,20009,238072,,100,DC Address,
1750 16TH STREET NW,1750 16TH STREET NW,396795.09,138446.89,38.91388166,-77.03695401,Ward 2,5301,20009,238050,,100,DC Address,
1632 S STREET NW,1632 S STREET NW,396705.04,138443.46,38.91385042,-77.03799231,Ward 2,5301,20009,241975,,100,DC Address,
1332 15TH STREET NW,1332 15TH STREET NW,396974.33,137854.74,38.908548,-77.03488469,Ward 2,5201,20005,226580,,100,DC Address,
1413 P STREET NW,1413 P STREET NW,397185.8,137993.38,38.90979762,-77.0324471,Ward 2,5201,20005,300328,,100,DC Address,
1515 15TH STREET NW,1515 15TH STREET NW,397029.7,138012.79,38.90997196,-77.03424698,Ward 2,5201,20005,300331,,100,DC Address,
1617 RIGGS PLACE NW,1617 RIGGS PLACE NW,396745.73,138404.32,38.91349799,-77.03752295,Ward 2,5301,20009,241955,,100,DC Address,
2516 BURNS STREET SE,2516 BURNS STREET SE,402628.16,134096.11,38.87469015,-76.96971281,Ward 7,7709,20020,145373,,100,DC Address,
1950 NAYLOR ROAD SE,1950 NAYLOR ROAD SE,402087.07,133824.53,38.8722451,-76.97594921,Ward 8,7601,20020,286551,,100,DC Address,
1958 NAYLOR ROAD SE,1958 NAYLOR ROAD SE,402099.77,133813.72,38.87214768,-76.97580289,Ward 8,7601,20020,286555,,100,DC Address,
1966 NAYLOR ROAD SE,1966 NAYLOR ROAD SE,402112.76,133802.04,38.87204244,-76.97565324,Ward 8,7601,20020,286559,,100,DC Address,
2139 YOUNG STREET SE,2139 YOUNG STREET SE,402145.75,133818.8,38.87219334,-76.97527302,Ward 8,7601,20020,286676,,100,DC Address,
2131 YOUNG STREET SE,2131 YOUNG STREET SE,402133.21,133829,38.87228525,-76.97541749,Ward 8,7601,20020,286668,,100,DC Address,
2123 YOUNG STREET SE,2123 YOUNG STREET SE,402120.28,133839.92,38.87238366,-76.97556646,Ward 8,7601,20020,286656,,100,DC Address,
2115 YOUNG STREET SE,2115 YOUNG STREET SE,402106.98,133850.69,38.87248071,-76.97571969,Ward 8,7601,20020,286639,,100,DC Address,
3801 W STREET SE,3801 W STREET SE,404165.31,132786.97,38.86289094,-76.95200647,Ward 7,7603,20020,145456,,100,DC Address,
3803 W STREET SE,3803 W STREET SE,404172.41,132786.97,38.86289091,-76.95192466,Ward 7,7603,20020,145819,,100,DC Address,
3805 W STREET SE,3805 W STREET SE,404176.12,132773.96,38.86277369,-76.95188199,Ward 7,7603,20020,145271,,100,DC Address,
3807 W STREET SE,3807 W STREET SE,404188.83,132764.56,38.86268895,-76.9517356,Ward 7,7603,20020,146408,,100,DC Address,
3809 W STREET SE,3809 W STREET SE,404201.59,132774.01,38.86277402,-76.95158852,Ward 7,7603,20020,145270,,100,DC Address,
3205 GEORGIA AVENUE NW,3205 GEORGIA AVENUE NW,397993.06,140261.3,38.93023,-77.0231462,Ward 1,3200,20010,218154,,100,DC Address,
738 LONGFELLOW STREET NW,738 LONGFELLOW STREET NW,397947.41,143243.57,38.95709503,-77.02368161,Ward 4,2101,20011,250299,,100,DC Address,
4275 FOOTE STREET NE,4275 FOOTE STREET NE,405250.85,136603.33,38.89726438,-76.93946951,Ward 7,7803,20019,24220,,100,DC Address,
2838 HARTFORD STREET SE,2838 HARTFORD STREET SE,402839.46,131870.76,38.85464262,-76.96728696,Ward 8,7502,20020,44090,,100,DC Address,
2844 HARTFORD STREET SE,2844 HARTFORD STREET SE,402874.94,131864.16,38.85458305,-76.96687822,Ward 8,7502,20020,43912,,100,DC Address,
2850 HARTFORD STREET SE,2850 HARTFORD STREET SE,402908.1,131851.48,38.85446871,-76.96649625,Ward 8,7502,20020,43955,,100,DC Address,
2114 SUITLAND TERRACE SE,2114 SUITLAND TERRACE SE,404425,132764.74,38.86268942,-76.94901441,Ward 7,7603,20020,146405,,100,DC Address,
2116 SUITLAND TERRACE SE,2116 SUITLAND TERRACE SE,404408.71,132763.11,38.86267482,-76.94920212,Ward 7,7603,20020,146407,,100,DC Address,
2126 SUITLAND TERRACE SE,2126 SUITLAND TERRACE SE,404402.64,132726.57,38.86234568,-76.94927229,Ward 7,7603,20020,145277,,100,DC Address,
3906 SOUTHERN AVENUE SE,3906 SOUTHERN AVENUE SE,404439.28,132732.57,38.86239955,-76.94885008,Ward 7,7603,20020,145276,,100,DC Address,
3908 SOUTHERN AVENUE SE,3908 SOUTHERN AVENUE SE,404441.18,132748.86,38.86254628,-76.94882809,Ward 7,7603,20020,146413,,100,DC Address,
1109 HOLBROOK TERRACE NE,1109 HOLBROOK TERRACE NE,401059.48,137775.33,38.90783722,-76.98778477,Ward 5,8804,20002,74206,,100,DC Address,
1121 QUEEN STREET NE,1121 QUEEN STREET NE,401049.61,137702.36,38.90717989,-76.98789868,Ward 5,8802,20002,149233,,100,DC Address,
1109 PENN STREET NE,1109 PENN STREET NE,400957.86,137671.17,38.90689903,-76.98895654,Ward 5,8802,20002,74217,,100,DC Address,
1408 MONTELLO AVENUE NE,1408 MONTELLO AVENUE NE,401016.92,137556.72,38.90586795,-76.98827579,Ward 5,8802,20002,64899,,100,DC Address,
3811 W STREET SE,3811 W STREET SE,404208.01,132786.79,38.86288912,-76.95151447,Ward 7,7603,20020,145457,,100,DC Address,
3809 V STREET SE,3809 V STREET SE,404212.93,132910.29,38.86400163,-76.95145702,Ward 7,7603,20020,145481,,100,DC Address,
3811 V STREET SE,3811 V STREET SE,404225.77,132902.85,38.86393455,-76.95130912,Ward 7,7603,20020,145487,,100,DC Address,
3813 V STREET SE,3813 V STREET SE,404238.53,132911.32,38.86401079,-76.95116205,Ward 7,7603,20020,145482,,100,DC Address,
4274 FOOTE STREET NE,4274 FOOTE STREET NE,405234.18,136649.38,38.89767932,-76.93966132,Ward 7,7803,20019,24218,,100,DC Address,
4610 KANE PLACE NE,4610 KANE PLACE NE,405644.19,137330.1,38.90380895,-76.93492921,Ward 7,7806,20019,19289,,100,DC Address,
2834 R STREET SE,2834 R STREET SE,402953.46,133539.38,38.86967387,-76.96596641,Ward 7,7604,20020,145378,,100,DC Address,
5045 CALL PLACE SE,5045 CALL PLACE SE,406169.95,135155.62,38.88421691,-76.92888735,Ward 7,9904,20019,288466,,100,DC Address,
300 50TH STREET SE,300 50TH STREET SE,406028.71,135252.27,38.88508855,-76.93051439,Ward 7,9904,20019,42702,,100,DC Address,
5000 CALL PLACE SE,5000 CALL PLACE SE,406041.66,135210.95,38.88471623,-76.93036549,Ward 7,9904,20019,15467,,100,DC Address,
5041 C STREET SE,5041 C STREET SE,406146.84,135236.63,38.8849465,-76.92915299,Ward 7,9904,20019,14303,,100,DC Address,
5045 C STREET SE,5045 C STREET SE,406166.86,135232.44,38.88490862,-76.92892228,Ward 7,9904,20019,307554,,100,DC Address,
44 49TH STREET SE,44 49TH STREET SE,405893.52,135662.3,38.88878317,-76.93206904,Ward 7,9904,20019,22658,,100,DC Address,
2013 38TH STREET SE,2013 38TH STREET SE,404129.09,132962.56,38.8644729,-76.95242275,Ward 7,7603,20020,145304,,100,DC Address,
2021 38TH STREET SE,2021 38TH STREET SE,404096.36,132940.74,38.86427649,-76.95280001,Ward 7,7603,20020,145275,,100,DC Address,
1149 OWEN PLACE NE,1149 OWEN PLACE NE,400995.69,137577.67,38.9060567,-76.98852052,Ward 5,8802,20002,72812,,100,DC Address,
1424 HOLBROOK STREET NE,1424 HOLBROOK STREET NE,401465.18,137362.41,38.90411691,-76.98310815,Ward 5,8802,20002,63943,,100,DC Address,
1300 ORREN STREET NE,1300 ORREN STREET NE,401256.9,137271.22,38.90329576,-76.98550954,Ward 5,8802,20002,68773,,100,DC Address,
1304 HOLBROOK STREET NE,1304 HOLBROOK STREET NE,401390.21,137210.81,38.90275136,-76.98397277,Ward 5,8802,20002,68689,,100,DC Address,
1330 ORREN STREET NE,1330 ORREN STREET NE,401291.64,137334.96,38.9038699,-76.98510892,Ward 5,8802,20002,67226,,100,DC Address,
1328 MONTELLO AVENUE NE,1328 MONTELLO AVENUE NE,400986.96,137505.42,38.90540586,-76.98862127,Ward 5,8802,20002,67301,,100,DC Address,
1330 MONTELLO AVENUE NE,1330 MONTELLO AVENUE NE,400990.66,137510.1,38.90544801,-76.98857861,Ward 5,8802,20002,312339,,100,DC Address,
1326 MONTELLO AVENUE NE,1326 MONTELLO AVENUE NE,400984.5,137499.72,38.90535451,-76.98864964,Ward 5,8802,20002,312338,,100,DC Address,
1909 ROSEDALE STREET NE,1909 ROSEDALE STREET NE,402019.19,136531.37,38.89662951,-76.97672349,Ward 7,7903,20002,54314,,100,DC Address,
1917 ROSEDALE STREET NE,1917 ROSEDALE STREET NE,402039.33,136526.91,38.89658928,-76.97649133,Ward 7,7903,20002,54099,,100,DC Address,
1700 E STREET NE,1700 E STREET NE,401711.24,136486.96,38.8962301,-76.98027354,Ward 6,7901,20002,301220,,100,DC Address,
1704 E STREET NE,1704 E STREET NE,401719.81,136486.96,38.89623008,-76.98017475,Ward 6,7901,20002,301221,,100,DC Address,
621 16TH STREET NE,621 16TH STREET NE,401580.34,136693.51,38.89809102,-76.98178202,Ward 6,7901,20002,301477,,100,DC Address,
1630 ROSEDALE STREET NE,1630 ROSEDALE STREET NE,401619.96,136636.94,38.89758134,-76.98132542,Ward 6,7901,20002,59033,,100,DC Address,
1671 GALES STREET NE,1671 GALES STREET NE,401741.97,136685.76,38.8980209,-76.97991879,Ward 6,7901,20002,300673,,100,DC Address,
619 16TH STREET NE,619 16TH STREET NE,401575.25,136672.91,38.89790546,-76.98184075,Ward 6,7901,20002,3999,,100,DC Address,
1509 GALES STREET NE,1509 GALES STREET NE,401472.92,136733.77,38.89845388,-76.98302026,Ward 6,7901,20002,304945,,100,DC Address,
1512 F STREET NE,1512 F STREET NE,401465.69,136553.28,38.89682798,-76.98310399,Ward 6,7901,20002,61982,,100,DC Address,
3720 GRANT PLACE NE,3720 GRANT PLACE NE,404308.33,136991.08,38.9007625,-76.95033221,Ward 7,9602,20019,156022,,100,DC Address,
721 BARNES STREET NE,721 BARNES STREET NE,404343.22,137067.83,38.90145372,-76.9499295,Ward 7,9602,20019,146300,,100,DC Address,
4124 AMES STREET NE,4124 AMES STREET NE,404945.2,135913.9,38.89105552,-76.94299792,Ward 7,9603,20019,26460,,100,DC Address,
4116 AMES STREET NE,4116 AMES STREET NE,404904.96,135925.17,38.89115727,-76.94346168,Ward 7,9603,20019,26481,,100,DC Address,
4110 AMES STREET NE,4110 AMES STREET NE,404871.42,135913.42,38.89105161,-76.94384837,Ward 7,9603,20019,26811,,100,DC Address,
1600 29TH STREET SE,1600 29TH STREET SE,402988.13,133639.63,38.87057684,-76.96556646,Ward 7,7604,20020,60518,,100,DC Address,
1620 29TH STREET SE,1620 29TH STREET SE,402985.77,133553.17,38.86979798,-76.96559403,Ward 7,7604,20020,59463,,100,DC Address,
1617 21ST PLACE SE,1617 21ST PLACE SE,402071.47,133593.96,38.87016807,-76.97612968,Ward 8,7601,20020,300027,,100,DC Address,
1619 21ST PLACE SE,1619 21ST PLACE SE,402071.24,133585.69,38.87009357,-76.97613235,Ward 8,7601,20020,59623,,100,DC Address,
2116 38TH STREET SE,2116 38TH STREET SE,404164.95,132829.36,38.86327281,-76.95201036,Ward 7,7603,20020,145427,,100,DC Address,
2103 FORT DAVIS STREET SE,2103 FORT DAVIS STREET SE,404287.38,132895.11,38.86386453,-76.95059928,Ward 7,7603,20020,145807,,100,DC Address,
2105 FORT DAVIS STREET SE,2105 FORT DAVIS STREET SE,404277.71,132887.06,38.86379206,-76.95071075,Ward 7,7603,20020,145808,,100,DC Address,
2107 FORT DAVIS STREET SE,2107 FORT DAVIS STREET SE,404259.93,132886.44,38.86378656,-76.95091562,Ward 7,7603,20020,145407,,100,DC Address,
2109 FORT DAVIS STREET SE,2109 FORT DAVIS STREET SE,404250.99,132873.62,38.86367111,-76.95101871,Ward 7,7603,20020,145739,,100,DC Address,
2011 38TH STREET SE,2011 38TH STREET SE,404129.21,132969.66,38.86453686,-76.95242132,Ward 7,7603,20020,145913,,100,DC Address,
2045 38TH STREET SE,2045 38TH STREET SE,404128.97,132860.03,38.86354927,-76.95242475,Ward 7,7603,20020,145923,,100,DC Address,
2029 38TH STREET SE,2029 38TH STREET SE,404129.05,132903.11,38.86393735,-76.95242357,Ward 7,7603,20020,145924,,100,DC Address,
2033 38TH STREET SE,2033 38TH STREET SE,404118.18,132894.39,38.86385885,-76.95254887,Ward 7,7603,20020,145920,,100,DC Address,
2041 38TH STREET SE,2041 38TH STREET SE,404118.26,132868.45,38.86362517,-76.9525481,Ward 7,7603,20020,145921,,100,DC Address,
